pdf,pagina_fisica,pagina_logica,seccion,numero_carta_token,clase_contenido,extracto_fuente_breve
Fantasy Tokens.pdf,16,16,Edición Alpha,ALPHA-093,texto de cartas,"93. Lagrimas del Paraíso. Edición Alpha. Coste/Fuerza: 20. Tipo: Token de Evento. Efectos: cuando esta carta entre en juego, endereza todas tus criaturas, gana 10 pasos y pierdes o sufres 10 Heridas. Descártate de tu mano y remueve esta car"
Fantasy Tokens.pdf,16,16,Edición Alpha,ALPHA-094,texto de cartas,"94. Abnegación Final. Edición Alpha. Coste/Fuerza: 20. Tipo: Token de Evento. Efectos: cuando la Abnegación Final entre en el tablero de juego, todos los jugadores cuentan el número total de su Pila de Descartes. Todos los jugadores sufren"
Fantasy Tokens.pdf,16,16,Edición Alpha,ALPHA-095,texto de cartas,"95. Baile de las Hadas. Edición Alpha. Coste/Fuerza: 20. Tipo: Token de Evento. Efectos: elige un tipo de criatura, a continuación, transmuta todas las criaturas en pasos y déjalas aparte. Busca en tu baraja tantas criaturas como puedas pag"
Fantasy Tokens.pdf,16,16,Edición Alpha,ALPHA-096,texto de cartas,96. Tempestad Primigenia. Edición Alpha. Coste/Fuerza: 20. Tipo: Token de Evento. Efectos: transmuta en pasos todas tus criaturas. El oponente objetivo sufre un número de Heridas igual a los pasos totales de tu Reserva. Remueve esta carta a
Fantasy Tokens.pdf,16,16,Edición Alpha,ALPHA-097,texto de cartas,"97. Joker Primigenio. Edición Alpha. Coste/Fuerza: 0. Tipo: Token Legendario. Efectos: el Joker Primigenio se transmuta en cualquier permanente en juego hasta el final del turno, pudiéndose elegir nuevos objetivos en los turnos siguientes."
Fantasy Tokens.pdf,16,16,Edición Alpha,ALPHA-098,texto de cartas,"98. Morador del Abismo. Edición Alpha. Coste/Fuerza: 20. Tipo: Token Legendario. Habilidades: el Morador aumenta en 10 su Fuerza cada turno. Es Indestructible, e inmune a Eventos o Recursos Rápidos. Pierdes o sufres 10 Heridas cada vez que"
Fantasy Tokens.pdf,16,16,Edición Alpha,ALPHA-099,texto de cartas,"99. Rey de los Elfos. Edición Alpha. Coste/Fuerza: 20. Tipo: Token Legendario. Habilidades: el Rey de los Elfos entra en juego girado, es inmune a Eventos y Recursos Rápidos, otorgando +5 a su Fuerza a todas las criaturas del tipo Elfo."
Fantasy Tokens.pdf,16,16,Edición Alpha,ALPHA-100,texto de cartas,"100. Plegamiento Dimensional. Edición Alpha. Coste/Fuerza: 20. Tipo: Token Legendario. Efectos: escoge un tipo de permanente (token criatura, Evento, legendario, Equipo, etc.). remueve del juego a la Pila de Descartes todas las cartas de es"
Fantasy Tokens.pdf,16,16,Edición Alpha,ALPHA-101,texto de cartas,"101. Aberración Cósmica. Edición Alpha. Coste/Fuerza: 25. Tipo: Token Legendario. Efectos: como coste adicional para jugar esta carta, puedes enviar tantas cartas a la Pila de Descartes como Heridas quieras infringirte, aumentando en 1 la F"
Fantasy Tokens.pdf,16,16,Edición Alpha,ALPHA-102,texto de cartas,"102. Domino. Edición Alpha. Coste/Fuerza: 20. Tipo: Token Legendario. Efectos: en cuanto esta carta entre en el juego, el oponente envía 1 permanente de su mesa a la Pila en cada turno. Pagar 20: el oponente objetivo envía hasta 20 permanen"
Fantasy Tokens.pdf,16,16,Edición Alpha,ALPHA-103,texto de cartas,103. El Mago. Edición Alpha. Coste/Fuerza: 0. Tipo: Token Legendario. Efectos: el Mago es Indestructible e inmune a Eventos y Recursos Rápidos. El Mago tiene la Fantasy Tokens Sistema de Cartas Temáticas Página 17 siguiente habilidad: gira
Fantasy Tokens.pdf,17,17,Edición Beta,BETA-001,texto de cartas,"1. Descubrimiento. Edición Beta. Coste/Fuerza: 1. Tipo: Recurso Rápido. Efectos: cuando esta carta entre en juego, coge las 3 primeras cartas de tu mazo de recursos, elige una de ellas y manda el resto a la Pila de Descartes, incluida esta."
Fantasy Tokens.pdf,17,17,Edición Beta,BETA-002,texto de cartas,"2. Recuperar. Edición Beta. Coste/Fuerza: 1. Tipo: Recurso Rápido. Efectos: cuando esta carta entre en juego, coge las 3 primeras cartas de tu Pila de Descartes, elige una de ellas y manda el resto al mazo de recursos, incluida esta. Baraja"
Fantasy Tokens.pdf,17,17,Edición Beta,BETA-003,texto de cartas,"3. Vasija de Barro. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: cuando la Vasija de Barro entre en juego, deposita en ella tu Reserva de Pasos. Los pasos así almacenados no pueden ser extraídos ni usados de ninguna manera"
Fantasy Tokens.pdf,17,17,Edición Beta,BETA-004,texto de cartas,"4. Homínido Nómada. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Homínido Nómada entra en juego girado con 5 contadores de Cacería sobre él. Esta carta posee la habilidad: girar el Homínido, remover un contador de"
Fantasy Tokens.pdf,17,17,Edición Beta,BETA-005,texto de cartas,"5. Primeras Nieves. Edición Beta. Coste/Fuerza: 3. Tipo: Token de Evento. Efectos: cuando este naipe entre juego, gira hasta 3 criaturas objetivo hasta el final del turno. Manda esta carta a la Pila de Descartes."
Fantasy Tokens.pdf,17,17,Edición Beta,BETA-006,texto de cartas,6. Goblin de Pelo Duro. Edición Beta. Coste/Fuerza: 3. Tipo: Token de Criatura. Habilidades: el Goblin de Pelo Duro reduce todas las Heridas recibidas en 1.
Fantasy Tokens.pdf,17,17,Edición Beta,BETA-007,texto de cartas,"7. Flor del Invierno. Edición Beta. Coste/Fuerza: 0. Tipo: Recurso Rápido. Efectos: la Flor de Invierno posee la habilidad siguiente: girar esta carta, sacrificar la criatura objetivo bajo tu control, suma 5 pasos a tu Reserva. Manda esta c"
Fantasy Tokens.pdf,17,17,Edición Beta,BETA-008,texto de cartas,"8. Flor del Verano. Edición Beta. Coste/Fuerza: 0. Tipo: Recurso Rápido. Efectos: girar esta carta, sacrificar la Flor del Verano, suma 5 Pasos a tu Reserva. Pagar 3 pasos: baraja la Flor de Verano en tu mazo de recursos en vez de mandarla"
Fantasy Tokens.pdf,17,17,Edición Beta,BETA-009,texto de cartas,"9. Elfo Lanza Jabalinas. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Elfo Lanza Jabalinas posee la siguiente habilidad: pagar 5 pasos, Fantasy Tokens Sistema de Cartas Temáticas Página 18 infringe 3 Heridas a la"
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-010,texto de cartas,"10. Duende Eterno. Edición Beta. Coste/Fuerza: 1. Tipo: Token de Criatura. Habilidades: cuando el Duende Eterno vaya desde el tablero de juego a la Pila de Descartes, regrésalo a tu mano. Pierde 1 paso cada vez que esto suceda."
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-011,texto de cartas,"11. Pixie Luminosa. Edición Beta. Coste/Fuerza: 1. Tipo: Token de Criatura. Habilidades: la Pixie Luminosa entra en juego exhaustada, y posee la habilidad: pagar 1 Herida, descarta una carta al jugador objetivo, pagar 2 Heridas, roba una ca"
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-012,texto de cartas,12. Cuchillo de Sílex. Edición Beta. Coste/Fuerza: 3. Tipo: Token de Equipo. Efectos: la criatura equipada obtiene +3 a su Fuerza. El Cuchillo de Sílex no puede ser transmutado.
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-013,texto de cartas,"13. Lanza de Sílex. Edición Beta. Coste/Fuerza: 2. Tipo: Token de Equipo. Efectos: la criatura equipada obtiene +2 a su Fuerza. Gira esta carta, desanexa la Lanza de Sílex, infringe 5 puntos de Heridas al jugador o criatura objetivo."
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-014,texto de cartas,"14. Goblin Escapista. Edición Beta. Coste/Fuerza: 1. Tipo: Token de Criatura. Habilidades: si el Goblin Escapista fuera a ir a la Pila de Descartes, en vez de eso, remuévelo del juego. Mandar 1 carta a la Pila de Descartes: devuelve el Gobl"
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-015,texto de cartas,"15. El Fuego. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: cuando este naipe entre a juego, todas las criaturas bajo tu control ganan +1 a su Fuerza cuando son bloqueadas, aunque siguen teniendo los mismos pasos al ser tra"
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-016,texto de cartas,16. Rayo de Tormenta. Edición Beta. Coste/Fuerza: 2. Tipo: Recurso Rápido. Efectos: el Rayo de Tormenta causa 2 Heridas a la criatura o jugador objetivo. Pagar 1 paso: añade 3 Heridas adicionales. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-017,texto de cartas,"17. Ritual Secreto. Edición Beta. Coste/Fuerza: 0. Tipo: Recurso Rápido. Efectos: pagar X Heridas: añade X pasos a tu Reserva. En el siguiente turno, pierdes la partida. Remueve esta carta a la Pila de Descartes."
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-018,texto de cartas,"18. Invocación. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: nombra una criatura de tu mazo de recursos, a continuación, manda cartas del mismo a la Pila de Descartes. Cuando obtengas la criatura, ponla en juego sin pagar"
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-019,texto de cartas,19. Rayo de Hadas. Edición Beta. Coste/Fuerza: 3. Tipo: Recurso Rápido. Efectos: pagar X pasos: el Rayo de Hadas le hace X Heridas a la Criatura objetivo. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-020,texto de cartas,"20. Arco y Flechas. Edición Beta. Coste/Fuerza: 2. Tipo: Token de Equipo. Efectos: la criatura equipada posee la habilidad de Disparo: gira la criatura, infringe a la criatura objetivo un número de Heridas igual a su Fuerza."
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-021,texto de cartas,"21. Dia de Trueque. Edición Beta. Coste/Fuerza: 2. Tipo: Recurso Rápido. Efectos: cuando esta carta entre en juego, intercambia el control de 1 Equipo por cada paso que poseas en tu Reserva y quieras gastar. Manda esta carta a la Pila de De"
Fantasy Tokens.pdf,18,18,Edición Beta,BETA-022,texto de cartas,"22. Enano Garrote de Madera. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Enano Garrote de Madera es inmune a Eventos y Recursos Rápidos, no Fantasy Tokens Sistema de Cartas Temáticas Página 19 se gira al atacar y"
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-023,texto de cartas,"23. Pinturas Rupestres. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: cuando esta carta entre en juego, pon en el tablero hasta X fichas de Búfalo Europeo de Fuerza 5 por cada criatura que mandes a la Pila de Descartes."
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-024,texto de cartas,24. Runa de Madera. Edición Beta. Coste/Fuerza: 1. Tipo: Recurso Rápido. Efectos: regresa la carta objetivo del tablero a tu mano. Remueve la Runa de Madera a la Pila de Descartes.
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-025,texto de cartas,"25. Goblin de las Conchas. Edición Beta. Coste/Fuerza: 1. Tipo: Token de Criatura. Habilidades: cuando el Goblin de las Conchas baje al tablero, añade 3 pasos a tu Reserva. Cuando esta carta vaya a la Pila de Descartes, añade 3 pasos a tu R"
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-026,texto de cartas,"26. Pixie Naturalista. Edición Beta. Coste/Fuerza: 2. Tipo: Token de Criatura. Habilidades: cuando el Pixie Naturalista entre en el tablero de juego, manda todos los Equipos a la Pila de Descartes, incluido tu oponente. Pueden ser transmuta"
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-027,texto de cartas,27. Ritual Diurno. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: gana 1 paso por cada criatura que poseas en juego. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-028,texto de cartas,28. Ritual Nocturno. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: el jugador objetivo pierde 1 paso por cada criatura que poseas en juego. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-029,texto de cartas,"29. Hacha Piedra Enana. Edición Beta. Coste/Fuerza: 3. Tipo: Token de Equipo. Efectos: la criatura equipada gasta 1 paso cada turno, y gana +5 a su Fuerza, o no se gira al atacar."
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-030,texto de cartas,"30. Guijarro. Edición Beta. Coste/Fuerza: 1. Tipo: Token de Artefacto. Efectos: el Guijarro tiene la habilidad: gira esta carta, pagar X Pasos, infringe X Heridas a la criatura o jugador objetivo."
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-031,texto de cartas,"31. Duende Onda Vital. Edición Beta. Coste/Fuerza: 3. Tipo: Token de Criatura. Habilidades: el Duende Onda Vital posee la habilidad de pagar X pasos, infringe X Heridas repartidas como quieras entre criaturas o jugadores objetivos."
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-032,texto de cartas,"32. Cubilete. Edición Beta. Coste/Fuerza: 20. Tipo: Token Legendario. Efectos: cuando el Cubilete entre en juego, lanza dos dados de seis caras, tu oponente también, y compara el resultado. Aquel que obtenga el mayor resultado, obtiene ese"
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-033,texto de cartas,"33. Libélula Carroñera. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: la Libélula Carroñera ataca 3 veces en cada turno, y posee la habilidad de Vuelo. Si fuera a ir a la Pila de Descartes, pierdes 5 Heridas."
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-034,texto de cartas,"34. Sabio Homínido. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: este token tiene la habilidad de gira esta carta, paga 4 pasos, busca un artefacto o Equipo de tu mazo y ponlo en tu juego sin pagar su coste en pasos."
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-035,texto de cartas,"35. El Guardián. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el guardián no puede atacar, bloquear ni ser girado o enderezado de ninguna manera, y es Indestructible. Mientras el Guardián este en el tablero de juego,"
Fantasy Tokens.pdf,19,19,Edición Beta,BETA-036,texto de cartas,"36. Cantico de los Antepasados. Edición Beta. Coste/Fuerza: 3. Tipo: Recurso Rápido. Efectos: el Evento, Recurso Rápido o token de criatura no tiene lugar, y va a la Pila de Descartes. Remueve esta carta a la Pila de Descartes. Fantasy Toke"
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-037,texto de cartas,37. Anulación. Edición Beta. Coste/Fuerza: 3. Tipo: Recurso Rápido. Efectos: la Transmutación objetivo no tiene lugar. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-038,texto de cartas,38. Nigromancia. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: elige un token de criatura de tu Pila de Descartes y ponla en tu mano. Roba 1 carta de tu mazo de recursos. Remueve esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-039,texto de cartas,39. Aniquilación. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: envía la criatura objetivo a la Pila de Descartes de su dueño. Envía esta carta a la Pila de Descartes.
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-040,texto de cartas,"40. Oso Cavernario. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: el Oso Cavernario obtiene +1 a su Fuerza por cada criatura que lo bloquee, y no se gira al atacar. Si el Oso Cavernario fuera a ir a tu Pila de Descar"
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-041,texto de cartas,"41. Mundo Espiritual. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Evento. Habilidades: manda esta carta y el resto de tu baraja a la Pila de Descartes. En el siguiente turno, tu Pila es tu mazo y baraja. Remueve esta carta a la Pila de D"
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-042,texto de cartas,"42. Caverna Ancestral. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Evento. Habilidades: mientras la Caverna Ancestral permanezca en el tablero de juego, manda 5 cartas a la Pila de Descartes en cada mantenimiento, y eso lo hace cada juga"
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-043,texto de cartas,"43. Rayo de Llamas. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: la criatura objetivo recibe 5 Heridas, y su controlador descarta 3 cartas de su mano. Remueve esta carta o naipe a la Pila de Descartes."
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-044,texto de cartas,"44. Incendio. Edición Beta. Coste/Fuerza: 10. Tipo: Recurso Rápido. Efectos: cada criatura sufre 5 Heridas. Remueve esta carta a la Pila de Descartes, y roba 1 carta por cada criatura destruida de esta manera."
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-045,texto de cartas,"45. Perezoso. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: mientras el Perezoso permanezca en el tablero de juego, no existe Fase de Combate."
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-046,texto de cartas,"46. Oración de los Druidas. Edición Beta. Coste/Fuerza: 10. Tipo: Token Legendario. Efectos: cuando la Oración de los Druidas entre en el tablero de juego, busca 5 cartas de Recurso Rápido o Evento y remuévelas del juego de tu mazo de recur"
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-047,texto de cartas,"47. Guerrero Tribal. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: si el Guerrero Tribal infringe daño de combate a un jugador, este se descarta de 1 carta, cada vez que una criatura sea destruida por este, obtiene +1"
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-048,texto de cartas,"48. Espada de Hueso Duro. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Equipo. Efectos: la criatura equipada obtiene +5 a su Fuerza, y es inmune a Eventos."
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-049,texto de cartas,"49. Cubo de Pirita. Edición Beta. Coste/Fuerza: 0. Tipo: Token Legendario. Efectos: si el total de recursos en la Reserva de un jugador fuese menor o igual a la de un oponente, drena toda la Reserva de este y súmala a la tuya. Si fuese al c"
Fantasy Tokens.pdf,20,20,Edición Beta,BETA-050,texto de cartas,50. Castigo Divino. Edición Beta. Coste/Fuerza: 20. Tipo: Token de Evento. Efectos: destruye todas tus criaturas y las del oponente objetivo. Gana tantos pasos como Fantasy Tokens Sistema de Cartas Temáticas Página 21 costes hayas enviado a
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-051,texto de cartas,51. Ángel del Tiempo. Edición Beta. Coste/Fuerza: 20. Tipo: Token de Criatura. Habilidades: el Ángel del Tiempo posee la habilidad de Volar. Pagar 20: gana un turno adicional después de este.
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-052,texto de cartas,52. Murciélagos Cavernarios. Edición Beta. Coste/Fuerza: 3. Tipo: Token de Criatura. Habilidades: Vuelo.
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-053,texto de cartas,"53. Cuentas Ancestrales. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: cuenta las cartas de tu mano, y añade esa misma cantidad a tu Reserva de pasos, después, multiplica por el doble el total y añádelo de nuevo a tu Reser"
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-054,texto de cartas,54. Maldición. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: destruye la criatura objetivo y mándala a la Pila de Descartes. Pierdes 10 Heridas y mandas la Maldición a la Pila.
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-055,texto de cartas,"55. Bisonte Enloquecido. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: siempre que el Bisonte Enloquecido fuera a ir a la Pila de Descartes, en vez de eso, regrésalo a tu mano. Esta carta no puede ser transmutada y n"
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-056,texto de cartas,56. Reno Nórdico. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: Dureza. El Reno Nórdico no se gira al atacar.
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-057,texto de cartas,"57. Cáliz de los Ancestros. Edición Beta. Coste/Fuerza: 20. Tipo: Artefacto Legendario. Efectos: el Cáliz de los Ancestros es Indestructible. En cada fase legendaria, el oponente objetivo pierde una cantidad de Heridas igual a su Reserva de"
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-058,texto de cartas,"58. Goblin del Yunque. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Goblin del Yunque posee la habilidad siguiente: pagar 5 pasos, pon en juego sin resolver su coste verdadero el token de Equipo o Artefacto de tu"
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-059,texto de cartas,"59. Pixy Abjurador. Edición Beta. Coste/Fuerza: 2. Tipo: Token de Criatura. Habilidades: el Pixy Abjurador posee la siguiente habilidad: gira esta carta, regresa la criatura objetivo a la baraja de su propietario, y mézclala en dicho mazo."
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-060,texto de cartas,"60. Ninfa de los Bosques. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: cuando esta carta entre en el tablero de juego, busca un token de criatura de tu mazo de recursos y ponlo en tu mano, baraja."
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-061,texto de cartas,"61. Curvatura Espacio Temporal. Edición Beta. Coste/Fuerza: 20. Tipo: Token Legendario. Efectos: cuando este naipe entre en la mesa, paraliza todas las fases que se vayan a resolver en ese turno, y no tienen lugar. Si pueden jugarse Recurso"
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-062,texto de cartas,"62. Trasgo Hacha de Sílex. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: cada vez que el Trasgo Hacha de Sílex sea destruido o enviado a la Pila de Descartes, en vez de eso, reduce su Fuerza en 1, y regrésalo al juego"
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-063,texto de cartas,63. Piojo. Edición Beta. Coste/Fuerza: 1. Tipo: Token de Criatura. Habilidades: Vuelo. Drenaje. El Piojo no se gira al atacar.
Fantasy Tokens.pdf,21,21,Edición Beta,BETA-064,texto de cartas,"64. Flechador Élfico. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: paga 3, gira esta carta, infringe 5 Heridas a la criatura o jugador objetivo. Fantasy Tokens Sistema de Cartas Temáticas Página 22"
Fantasy Tokens.pdf,22,22,Edición Beta,BETA-065,texto de cartas,"65. Espada Runa Bronceada. Edición Beta. Coste/Fuerza: 20. Tipo: Token de Equipo. Efectos: equipar a Runa Bronceada cuesta 0 pasos, y la criatura objetivo obtiene +10 su Fuerza. Pagar 10, desanexar a Runa Bronceada, busca una carta de Token"
Fantasy Tokens.pdf,22,22,Edición Beta,BETA-066,texto de cartas,"66. Pecado Original. Edición Beta. Coste/Fuerza: 10. Tipo: Recurso Rápido. Efectos: hasta el final del turno, no pueden jugarse habilidades de criatura, Eventos, Equipos o Recursos Rápidos. Remueve esta carta a la Pila de Descartes."
Fantasy Tokens.pdf,22,22,Edición Beta,BETA-067,texto de cartas,"67. Consultar las Estrellas. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Habilidades: roba 2 cartas, remueve este naipe a la Pila de Descartes."
Fantasy Tokens.pdf,22,22,Edición Beta,BETA-068,texto de cartas,"68. Gema Runa Estrellada. Edición Beta. Coste/Fuerza: 0. Tipo: Token de Evento. Efectos: la Gema Runa Estrellada es Indestructible. En cada fase de mantenimiento, gana 1 paso por cada criatura que bajes al tablero, y mira la mano del oponen"
Fantasy Tokens.pdf,22,22,Edición Beta,BETA-069,texto de cartas,"69. Gema Runa Tormenta. edición Beta. Coste/Fuerza: 0. Tipo: Token de Evento. Habilidades: la Gema Runa de Tormenta es Indestructible. En cada fase de mantenimiento, infringe 5 Heridas al oponente o criatura objetivo, y tú pierdes 2 Heridas"
Fantasy Tokens.pdf,22,22,Edición Beta,BETA-070,texto de cartas,"70. Talla de Hueso. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Evento. Efectos: pagar 3, mira las tres primeras cartas de tu mazo, roba una de ellas y regresa el resto en cualquier orden."
Fantasy Tokens.pdf,22,22,Edición Beta,BETA-071,texto de cartas,"71. Set, Hijo de Adán. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: esta carta no puede ser objetivo de Eventos o Recursos Rápidos. Pagar 2 pasos: busca dos cartas cualesquiera en tu mazo de recursos, pon a Set en la"
Fantasy Tokens.pdf,22,22,Edición Beta,BETA-072,texto de cartas,"72. Replicación. Edición Beta. Coste/Fuerza: 5. Tipo: Recurso Rápido. Efectos: cuando esta carta salga al tablero de juego, añade el doble de su valor en pasos a tu Reserva, y descarta una carta. Remueve este naipe a la Pila de Descartes."
Fantasy Tokens.pdf,22,22,Edición Beta,BETA-073,texto de cartas,"73. Arpista Élfico. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: gira esta carta, busca una carta en tu mazo de recursos y ponla en tu mano. Mezcla de nuevo tu baraja."
Fantasy Tokens.pdf,22,22,Edición Beta,BETA-074,texto de cartas,"74. Necrópolis Olvidada. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Artefacto. Efectos: cuando esta carta salga al tablero de juego, pon en el mismo una ficha de zombi de Fuerza 5 en cada fase de descarte por cada carta que mandes de tu"
Fantasy Tokens.pdf,22,22,Edición Beta,BETA-075,texto de cartas,"75. Guerrero No Muerto. Edición Beta. Coste/Fuerza: 5. Tipo: Token de Criatura. Habilidades: el Guerrero No Muerto entra en juego girado. Cada vez que reciba daño letal, en vez de mandarlo a la Pila de Descartes, reduce su Fuerza en 1 y pie"
Fantasy Tokens.pdf,22,22,Edición Beta,BETA-076,texto de cartas,"76. Pacto del Abismo. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Evento. Efectos: el Pacto del Abismo entra en juego girado, y no se endereza de forma normal. Pagar 5 Heridas: endereza el Pacto, roba 5 cartas o destruye una criatura del"
Fantasy Tokens.pdf,23,23,Edición Beta,BETA-077,texto de cartas,"77. Mano Presa Cuellos. Edición Beta. Coste/Fuerza: 3. Tipo: Token de Criatura. Habilidades: la Mano Presa Cuellos se anexa a la criatura del oponente objetivo cuando sale a juego, y si no, a una de tus criaturas. En cada turno, la Mano Pre"
Fantasy Tokens.pdf,23,23,Edición Beta,BETA-078,texto de cartas,"78. Demonio Abismal. Edición Beta. Coste/Fuerza: 20. Tipo: Token de Criatura. Habilidades: Vuelo. Cuando el Demonio entre en juego, manda 10 cartas a tu Pila de Descartes desde tu mazo de recursos, y 5 en cada turno activo siguiente."
Fantasy Tokens.pdf,23,23,Edición Beta,BETA-079,texto de cartas,"79. Alma en Pena. Edición Beta. Coste/Fuerza: 0. Tipo: Token de Criatura. Habilidades: siempre que el Alma en Pena reciba daño de combate o de cualquier otra fuente, aumenta su Fuerza en ese mismo daño. Sigue siendo una carta de coste 0, y"
Fantasy Tokens.pdf,23,23,Edición Beta,BETA-080,texto de cartas,"80. La Reina de las Hadas. Edición Beta. Coste/Fuerza: 10. Tipo: Token de Criatura. Habilidades: Vuelo. Todas las criaturas de tipo Pixy, Elfo o Duende obtienen +5 a la Fuerza, pero siguen conservando su coste original."
Fantasy Tokens.pdf,23,23,Edición Beta,BETA-081,texto de cartas,"81. Mascarada. Edición Beta. Coste/Fuerza: 0. Tipo: Token Legendario. Efectos: cuando la Mascarada entre en juego, mira la mano del jugador objetivo, busca en su mazo el mismo número de cartas y sustitúyela por esas. A continuación, remueve"
